minute,class,TVC,MQ135,MQ2,MQ3,Humidity,Temperature
947,spoiled,6.483879249,4.91,2.41,6.42,76.0,38.7
948,spoiled,6.489389126,4.88,2.41,6.42,76.0,38.5
949,spoiled,6.494898356,4.93,2.41,6.4,76.0,38.7
950,spoiled,6.50040693,4.88,2.44,6.42,76.0,38.8
951,spoiled,6.505914841,4.93,2.42,6.45,76.0,38.8
952,spoiled,6.51142208,4.88,2.42,6.37,76.0,38.8
953,spoiled,6.516928637,4.93,2.42,6.4,76.0,38.8
954,spoiled,6.522434505,4.93,2.42,6.4,76.1,38.8
955,spoiled,6.527939674,4.93,2.42,6.42,76.0,38.7
956,spoiled,6.533444135,4.93,2.42,6.37,76.0,38.7
957,spoiled,6.538947879,4.95,2.42,6.4,76.0,38.8
958,spoiled,6.544450897,4.93,2.42,6.4,76.1,38.8
959,spoiled,6.54995318,4.95,2.42,6.32,76.0,38.7
960,spoiled,6.555454718,4.93,2.42,6.37,76.1,38.8
961,spoiled,6.560955501,4.97,2.42,6.4,76.1,38.8
962,spoiled,6.56645552,4.93,2.41,6.4,76.8,39.0
963,spoiled,6.571954765,4.91,2.42,6.4,76.1,38.8
964,spoiled,6.577453227,4.93,2.42,6.4,76.2,38.8
965,spoiled,6.582950894,4.91,2.39,6.32,76.2,38.8
966,spoiled,6.588447757,4.88,2.42,6.37,76.1,38.8
967,spoiled,6.593943806,4.91,2.42,6.32,76.2,38.8
968,spoiled,6.59943903,4.88,2.41,6.32,76.2,38.8
969,spoiled,6.604933419,4.88,2.42,6.34,76.2,38.9
970,spoiled,6.610426962,4.91,2.42,6.37,76.2,38.7
971,spoiled,6.615919648,4.88,2.42,6.32,76.3,38.8
972,spoiled,6.621411466,4.95,2.41,6.34,76.3,38.4
973,spoiled,6.626902405,4.91,2.42,6.32,76.3,38.8
974,spoiled,6.632392455,4.91,2.42,6.34,76.3,38.8
975,spoiled,6.637881603,4.93,2.38,6.74,76.3,38.8
976,spoiled,6.643369839,4.93,2.42,6.29,76.3,38.7
977,spoiled,6.64885715,4.93,2.42,6.29,76.4,38.7
978,spoiled,6.654343525,4.93,2.42,6.27,76.5,38.8
979,spoiled,6.659828952,4.91,2.42,6.29,76.4,38.5
980,spoiled,6.66531342,4.93,2.41,6.22,76.5,38.8
981,spoiled,6.670796915,4.93,2.41,6.29,76.5,38.8
982,spoiled,6.676279425,4.91,2.41,6.24,76.6,38.7
983,spoiled,6.681760939,4.91,2.44,6.29,76.5,38.8
984,spoiled,6.687241443,4.93,2.42,6.27,76.6,38.7
985,spoiled,6.692720925,4.93,2.42,6.22,76.7,38.7
986,spoiled,6.698199372,4.91,2.41,6.24,76.6,38.7
987,spoiled,6.703676771,4.93,2.42,6.29,76.6,38.7
988,spoiled,6.709153108,4.95,2.41,6.22,76.6,38.7
989,spoiled,6.71462837,4.95,2.39,6.22,76.7,38.7
990,spoiled,6.720102544,4.97,2.42,6.24,76.6,38.7
991,spoiled,6.725575615,4.97,2.41,6.22,76.6,38.7
992,spoiled,6.731047571,4.93,2.42,6.22,76.6,38.7
993,spoiled,6.736518397,4.93,2.41,6.22,77.3,39.0
994,spoiled,6.741988078,4.93,2.42,6.24,76.6,38.7
995,spoiled,6.747456601,4.95,2.41,6.19,76.7,38.7
996,spoiled,6.752923951,4.95,2.41,6.16,76.7,38.7
997,spoiled,6.758390113,4.93,2.42,6.22,76.7,38.7
998,spoiled,6.763855072,4.91,2.41,6.16,76.8,38.7
999,spoiled,6.769318813,4.88,2.41,6.22,76.8,38.7
1000,spoiled,6.774781322,4.91,2.41,6.22,76.8,38.9
1001,spoiled,6.780242581,4.93,2.41,6.19,76.8,38.7
1002,spoiled,6.785702577,4.95,2.42,6.22,76.9,38.7
1003,spoiled,6.791161293,4.95,2.41,6.19,77.5,39.6
1004,spoiled,6.796618713,4.88,2.39,6.16,76.8,38.7
1005,spoiled,6.802074821,4.91,2.39,6.22,76.9,38.7
1006,spoiled,6.8075296,4.88,2.42,6.19,77.4,38.7
1007,spoiled,6.812983035,4.88,2.42,6.19,77.1,38.8
1008,spoiled,6.818435107,4.88,2.42,6.22,77.1,38.7
1009,spoiled,6.823885801,4.91,2.41,6.14,77.2,38.7
1010,spoiled,6.8293351,4.93,2.42,6.14,77.2,38.3
1011,spoiled,6.834782985,4.91,2.44,6.19,77.2,38.7
1012,spoiled,6.840229439,4.93,2.42,6.14,77.3,38.7
1013,spoiled,6.845674445,4.91,2.42,6.14,77.3,38.7
1014,spoiled,6.851117984,4.91,2.41,6.16,77.2,38.8
1015,spoiled,6.856560039,4.88,2.39,6.11,77.3,38.6
1016,spoiled,6.86200059,4.91,2.41,6.11,77.3,38.7
1017,spoiled,6.86743962,4.93,2.41,6.14,77.3,38.3
1018,spoiled,6.87287711,4.91,2.42,6.14,77.2,38.7
1019,spoiled,6.87831304,4.88,2.42,6.11,77.3,38.7
1020,spoiled,6.883747391,4.88,2.42,6.11,77.3,38.7
1021,spoiled,6.889180144,4.93,2.41,6.09,76.7,37.9
1022,spoiled,6.894611278,4.88,2.42,6.11,77.3,38.7
1023,spoiled,6.900040775,4.93,2.41,6.09,77.3,38.7
1024,spoiled,6.905468614,4.91,2.41,6.11,77.3,38.7
1025,spoiled,6.910894774,4.88,2.42,6.09,77.2,38.7
1026,spoiled,6.916319235,4.93,2.41,6.11,77.3,38.7
1027,spoiled,6.921741976,4.93,2.42,6.09,77.4,38.7
1028,spoiled,6.927162975,4.91,2.41,6.06,77.3,38.7
1029,spoiled,6.932582212,4.93,2.41,6.11,77.4,38.7
1030,spoiled,6.937999665,4.91,2.42,6.09,77.4,38.8
1031,spoiled,6.943415311,4.88,2.42,6.09,77.3,38.8
1032,spoiled,6.948829129,4.93,2.41,6.06,77.3,38.8
1033,spoiled,6.954241097,4.88,2.42,6.04,77.4,38.8
1034,spoiled,6.959651192,4.88,2.42,6.09,77.4,38.8
1035,spoiled,6.96505939,4.91,2.42,6.09,77.4,38.8
1036,spoiled,6.970465669,4.93,2.39,6.04,77.4,38.8
1037,spoiled,6.975870006,4.91,2.41,6.06,77.4,38.8
1038,spoiled,6.981272376,4.88,2.42,6.04,77.4,38.8
1039,spoiled,6.986672756,4.91,2.42,6.06,77.4,38.8
1040,spoiled,6.992071121,4.91,2.41,6.06,77.5,38.8
1041,spoiled,6.997467447,4.91,2.39,6.01,77.5,38.8
1042,spoiled,7.002861709,4.91,2.41,6.04,77.5,38.8
1043,spoiled,7.008253883,4.88,2.42,6.01,77.5,38.8
1044,spoiled,7.013643942,4.88,2.42,6.01,77.5,38.8
1045,spoiled,7.019031862,4.91,2.41,6.01,78.2,39.0
1046,spoiled,7.024417616,4.91,2.41,6.01,77.5,38.8
1047,spoiled,7.029801178,4.86,2.41,5.99,77.6,38.8
1048,spoiled,7.035182522,4.91,2.41,5.99,77.6,38.8
1049,spoiled,7.04056162,4.88,2.42,6.01,77.6,38.7
1050,spoiled,7.045938447,4.86,2.42,6.01,77.6,38.8
1051,spoiled,7.051312973,4.88,2.41,5.96,77.7,38.8
1052,spoiled,7.056685173,4.91,2.39,6.01,78.3,39.0
1053,spoiled,7.062055017,4.82,2.41,6.01,77.7,38.7
1054,spoiled,7.067422477,4.91,2.41,5.96,77.7,38.7
1055,spoiled,7.072787525,4.84,2.41,5.96,77.8,38.7
1056,spoiled,7.078150132,4.91,2.41,5.96,77.7,38.7
1057,spoiled,7.083510269,4.84,2.41,5.96,77.8,38.7
1058,spoiled,7.088867906,4.88,2.41,6.01,77.8,38.7
1059,spoiled,7.094223012,4.86,2.41,5.91,77.7,38.9
1060,spoiled,7.099575559,4.86,2.41,5.96,77.8,38.7
1061,spoiled,7.104925515,4.82,2.39,5.96,77.9,38.7
1062,spoiled,7.11027285,4.82,2.39,5.91,77.9,38.7
1063,spoiled,7.115617531,4.86,2.41,5.96,77.8,38.7
1064,spoiled,7.120959529,4.88,2.41,5.94,77.9,38.7
1065,spoiled,7.12629881,4.88,2.41,5.94,78.0,38.7
1066,spoiled,7.131635343,4.84,2.41,5.96,78.0,38.9
1067,spoiled,7.136969095,4.84,2.41,5.94,78.0,38.7
1068,spoiled,7.142300033,4.84,2.42,5.91,78.0,38.7
1069,spoiled,7.147628124,4.88,2.41,5.91,78.0,38.7
1070,spoiled,7.152953334,4.84,2.41,5.94,78.1,38.7
1071,spoiled,7.158275629,4.84,2.41,5.91,78.1,38.7
1072,spoiled,7.163594975,4.86,2.42,5.94,78.1,38.7
1073,spoiled,7.168911337,4.88,2.41,5.91,78.1,38.9
1074,spoiled,7.174224679,4.84,2.39,5.91,78.1,38.7
1075,spoiled,7.179534968,4.82,2.39,5.89,78.2,38.7
1076,spoiled,7.184842166,4.84,2.42,5.94,78.2,38.7
1077,spoiled,7.190146237,4.82,2.42,5.91,78.1,38.7
1078,spoiled,7.195447146,4.84,2.41,5.89,78.2,38.7
1079,spoiled,7.200744854,4.84,2.42,5.89,78.1,38.7
1080,spoiled,7.206039325,4.84,2.41,5.94,78.1,38.8
1081,spoiled,7.211330521,4.86,2.39,5.86,78.1,38.7
1082,spoiled,7.216618404,4.82,2.41,5.89,78.2,38.7
1083,spoiled,7.221902935,4.8,2.41,5.89,78.8,39.6
1084,spoiled,7.227184075,4.84,2.41,5.91,78.2,38.7
1085,spoiled,7.232461785,4.84,2.39,5.89,78.2,38.7
1086,spoiled,7.237736026,4.86,2.41,5.89,78.3,38.7
1087,spoiled,7.243006757,4.82,2.41,5.91,78.2,38.9
1088,spoiled,7.248273937,4.86,2.39,5.89,78.3,38.7
1089,spoiled,7.253537527,4.86,2.39,5.84,78.4,38.7
1090,spoiled,7.258797484,4.86,2.39,5.84,78.4,38.3
1091,spoiled,7.264053766,4.86,2.39,5.84,78.4,38.6
1092,spoiled,7.269306332,4.82,2.39,5.84,78.5,38.7
1093,spoiled,7.27455514,4.84,2.42,5.14,78.5,38.7
1094,spoiled,7.279800145,4.86,2.39,5.84,78.5,38.8
1095,spoiled,7.285041304,4.82,2.41,5.89,78.5,38.7
1096,spoiled,7.290278575,4.86,2.39,5.82,78.5,38.7
1097,spoiled,7.295511912,4.86,2.39,5.86,78.5,38.2
1098,spoiled,7.30074127,4.86,2.39,5.86,78.5,38.7
1099,spoiled,7.305966606,4.88,2.38,5.84,78.5,38.7
1100,spoiled,7.311187872,4.84,2.39,5.51,78.6,38.7
1101,spoiled,7.316405023,4.82,2.41,5.86,78.6,38.8
1102,spoiled,7.321618013,4.84,2.39,5.84,78.6,38.7
1103,spoiled,7.326826795,4.82,2.41,5.86,78.6,38.7
1104,spoiled,7.332031321,4.84,2.39,5.82,78.6,38.3
1105,spoiled,7.337231543,4.8,2.39,5.82,78.7,38.7
1106,spoiled,7.342427414,4.86,2.38,5.82,78.7,38.7
1107,spoiled,7.347618884,4.84,2.39,5.77,78.7,38.7
1108,spoiled,7.352805905,4.84,2.36,5.82,78.7,38.8
1109,spoiled,7.357988426,4.78,2.39,5.84,78.7,38.7
1110,spoiled,7.363166398,4.82,2.38,5.82,78.7,38.7
1111,spoiled,7.368339771,4.8,2.39,5.84,78.7,38.3
1112,spoiled,7.373508493,4.82,2.38,5.82,78.7,38.7
1113,spoiled,7.378672512,4.84,2.38,5.84,78.7,38.7
1114,spoiled,7.383831778,4.8,2.38,5.37,78.8,38.7
1115,spoiled,7.388986237,4.82,2.38,5.79,78.7,38.8
1116,spoiled,7.394135836,4.82,2.39,5.79,78.8,38.7
1117,spoiled,7.399280523,4.84,2.39,5.86,78.8,38.7
1118,spoiled,7.404420244,4.82,2.39,5.79,78.8,38.3
1119,spoiled,7.409554944,4.82,2.39,5.84,78.8,38.6
1120,spoiled,7.414684568,4.8,2.39,5.79,78.8,38.6
1121,spoiled,7.419809062,4.86,2.3,5.77,79.0,38.6
1122,spoiled,7.424928369,4.86,2.39,5.77,78.9,38.7
1123,spoiled,7.430042434,4.82,2.39,5.79,79.0,38.6
1124,spoiled,7.4351512,4.84,2.39,5.82,79.0,38.6
1125,spoiled,7.440254609,4.8,2.39,5.77,79.0,38.3
1126,spoiled,7.445352604,4.84,2.38,5.79,79.0,38.6
1127,spoiled,7.450445128,4.88,2.38,5.74,79.1,38.6
1128,spoiled,7.45553212,4.82,2.33,5.86,79.2,38.6
1129,spoiled,7.460613523,4.84,2.41,5.82,79.1,38.6
1130,spoiled,7.465689277,4.84,2.39,5.79,79.2,38.6
1131,spoiled,7.470759321,4.86,2.39,5.79,79.3,38.6
1132,spoiled,7.475823596,4.82,2.39,5.79,79.3,38.3
1133,spoiled,7.48088204,4.82,2.39,5.74,79.3,38.6
1134,spoiled,7.485934591,4.84,2.39,5.79,79.4,38.6
1135,spoiled,7.490981188,4.84,2.33,6.27,79.4,38.6
1136,spoiled,7.496021769,4.82,2.41,5.79,79.4,38.6
1137,spoiled,7.501056269,4.86,2.39,5.79,79.4,38.6
1138,spoiled,7.506084626,4.82,2.39,5.74,79.4,38.6
1139,spoiled,7.511106777,4.86,2.39,5.77,79.4,38.2
1140,spoiled,7.516122656,4.86,2.41,5.77,79.4,38.6
1141,spoiled,7.521132198,4.86,2.39,5.79,79.4,38.6
1142,spoiled,7.526135338,4.8,2.39,5.72,79.5,38.6
1143,spoiled,7.531132011,4.82,2.38,5.72,79.4,38.7
1144,spoiled,7.53612215,4.8,2.39,5.74,79.5,38.6
1145,spoiled,7.541105688,4.82,2.36,5.74,79.5,38.6
1146,spoiled,7.546082558,4.78,2.38,5.77,79.5,38.2
1147,spoiled,7.551052692,4.82,2.36,5.7,79.5,38.5
1148,spoiled,7.556016021,4.78,2.38,5.72,79.6,38.5
1149,spoiled,7.560972478,4.78,2.38,5.41,79.6,38.5
1150,spoiled,7.565921992,4.82,2.38,5.72,79.6,38.7
1151,spoiled,7.570864495,4.82,2.39,5.7,79.7,38.5
1152,spoiled,7.575799915,4.8,2.36,5.7,79.7,38.5
1153,spoiled,7.580728183,4.84,2.38,5.72,79.7,38.1
1154,spoiled,7.585649227,4.82,2.39,5.72,79.7,38.5
1155,spoiled,7.590562975,4.84,2.39,5.74,79.7,38.5
1156,spoiled,7.595469357,4.8,2.39,5.7,79.7,38.6
1157,spoiled,7.600368298,4.82,2.38,5.7,79.7,38.7
1158,spoiled,7.605259727,4.82,2.39,5.74,79.7,38.5
1159,spoiled,7.610143569,4.84,2.39,5.74,79.7,38.6
1160,spoiled,7.615019751,4.82,2.36,5.7,80.4,39.2
1161,spoiled,7.619888199,4.84,2.38,5.74,79.7,38.6
1162,spoiled,7.624748838,4.8,2.39,5.67,79.7,38.5
1163,spoiled,7.629601593,4.78,2.39,5.72,79.8,38.6
1164,spoiled,7.634446388,4.82,2.39,5.72,79.8,38.8
1165,spoiled,7.639283148,4.8,2.36,5.67,79.8,38.5
1166,spoiled,7.644111795,4.8,2.38,5.67,79.8,38.5
1167,spoiled,7.648932253,4.82,2.38,5.74,80.5,39.6
1168,spoiled,7.653744444,4.8,2.36,5.7,79.8,38.6
1169,spoiled,7.658548291,4.78,2.39,5.67,79.9,38.6
1170,spoiled,7.663343716,4.82,2.36,5.7,79.9,38.6
1171,spoiled,7.668130641,4.8,2.38,5.72,79.9,38.8
1172,spoiled,7.672908985,4.78,2.38,5.74,79.9,38.5
1173,spoiled,7.677678671,4.8,2.38,5.72,80.0,38.5
1174,spoiled,7.682439618,4.82,2.38,5.7,80.0,38.5
1175,spoiled,7.687191747,4.78,2.36,5.72,80.0,38.5
1176,spoiled,7.691934976,4.8,2.35,5.7,80.0,38.5
1177,spoiled,7.696669225,4.78,2.35,5.67,80.1,38.5
1178,spoiled,7.701394413,4.78,2.36,5.67,80.0,38.8
1179,spoiled,7.706110459,4.75,2.36,5.67,80.0,38.5
1180,spoiled,7.71081728,4.8,2.38,5.72,80.2,38.5
1181,spoiled,7.715514795,4.78,2.38,5.7,80.2,38.5
1182,spoiled,7.720202921,4.8,2.36,5.67,80.2,38.5
1183,spoiled,7.724881574,4.82,2.36,5.67,80.2,38.5
1184,spoiled,7.729550673,4.75,2.36,5.65,80.3,38.5
1185,spoiled,7.734210133,4.75,2.36,5.67,80.2,38.8
1186,spoiled,7.73885987,4.78,2.36,5.7,80.3,38.5
1187,spoiled,7.743499802,4.8,2.36,5.7,80.4,38.5
1188,spoiled,7.748129842,4.78,2.36,5.67,80.4,38.5
1189,spoiled,7.752749907,4.75,2.36,5.65,80.4,38.5
1190,spoiled,7.757359912,4.78,2.38,5.7,80.5,38.5
1191,spoiled,7.761959772,4.78,2.38,5.7,80.5,38.5
1192,spoiled,7.766549402,4.8,2.36,5.7,80.5,38.7
1193,spoiled,7.771128715,4.82,2.36,5.65,80.5,38.5
1194,spoiled,7.775697626,4.78,2.38,5.7,80.5,38.5
1195,spoiled,7.780256049,4.82,2.38,5.7,80.6,38.5
1196,spoiled,7.784803898,4.82,2.38,5.7,80.6,38.5
1197,spoiled,7.789341086,4.8,2.39,5.7,80.6,38.5
1198,spoiled,7.793867527,4.82,2.39,5.7,80.7,38.5
1199,spoiled,7.798383135,4.78,2.38,5.67,80.0,37.7
1200,spoiled,7.802887821,4.8,2.41,5.7,80.7,38.5
1201,spoiled,7.8073815,4.82,2.39,5.7,80.7,38.5
1202,spoiled,7.811864083,4.8,2.39,5.65,80.8,38.5
1203,spoiled,7.816335484,4.78,2.39,5.7,80.7,38.5
1204,spoiled,7.820795616,4.8,2.38,5.65,80.8,38.5
1205,spoiled,7.82524439,4.8,2.39,5.65,80.8,38.5
1206,spoiled,7.829681719,4.8,2.39,5.65,80.8,38.5
1207,spoiled,7.834107516,4.78,2.39,5.7,80.8,38.5
1208,spoiled,7.838521693,4.75,2.38,5.65,80.9,38.5
1209,spoiled,7.842924162,4.75,2.39,5.65,80.9,38.5
1210,spoiled,7.847314835,4.82,2.38,5.67,80.8,38.5
1211,spoiled,7.851693625,4.75,2.38,5.67,80.9,38.5
1212,spoiled,7.856060443,4.75,2.38,5.67,80.9,38.5
1213,spoiled,7.860415203,4.82,2.39,5.7,80.9,38.5
1214,spoiled,7.864757816,4.75,2.39,5.67,80.9,38.5
1215,spoiled,7.869088195,4.8,2.39,5.72,80.9,38.5
1216,spoiled,7.873406251,4.71,2.48,5.7,81.0,38.5
1217,spoiled,7.877711898,4.75,2.38,5.7,80.9,38.5
1218,spoiled,7.882005048,4.75,2.39,5.74,81.0,38.5
1219,spoiled,7.886285614,4.75,2.36,5.72,81.1,38.5
1220,spoiled,7.890553509,4.8,2.38,5.74,81.0,38.2
1221,spoiled,7.894808644,4.75,2.38,5.7,81.0,38.5
1222,spoiled,7.899050935,4.75,2.38,5.7,81.0,38.5
1223,spoiled,7.903280293,4.78,1.85,5.7,81.1,38.5
1224,spoiled,7.907496632,4.75,2.38,5.7,81.0,38.6
1225,spoiled,7.911699866,4.75,2.36,5.72,81.0,38.5
1226,spoiled,7.915889908,4.75,2.39,5.74,81.1,38.5
1227,spoiled,7.920066674,4.8,2.38,5.72,81.1,38.1
1228,spoiled,7.924230077,4.75,2.39,5.67,81.1,38.5
1229,spoiled,7.928380031,4.75,2.39,5.74,81.1,38.5
1230,spoiled,7.932516452,4.75,2.38,5.67,81.1,38.5
1231,spoiled,7.936639256,4.75,2.39,5.72,81.1,38.7
1232,spoiled,7.940748357,4.73,2.38,5.67,81.1,38.5
1233,spoiled,7.944843671,4.73,2.38,5.67,81.1,38.5
1234,spoiled,7.948925116,4.78,2.38,5.7,81.7,39.6
1235,spoiled,7.952992607,4.73,2.38,5.67,81.1,38.5
1236,spoiled,7.957046061,4.73,2.38,5.67,81.1,38.5
1237,spoiled,7.961085397,4.73,2.38,5.67,81.1,38.5
1238,spoiled,7.965110531,4.73,2.36,5.7,81.1,38.7
1239,spoiled,7.969121383,4.75,2.38,5.67,81.2,38.5
1240,spoiled,7.973117872,4.75,2.38,5.67,81.3,38.5
1241,spoiled,7.977099916,4.78,2.36,5.67,81.3,38.5
1242,spoiled,7.981067435,4.71,2.38,5.65,81.3,38.5
1243,spoiled,7.98502035,4.75,2.38,5.67,81.4,38.5
1244,spoiled,7.988958583,4.75,2.36,5.67,81.4,38.5
1245,spoiled,7.992882054,4.78,2.36,5.65,81.4,38.7
1246,spoiled,7.996790685,4.73,2.38,5.67,81.4,38.5
1247,spoiled,8.000684399,4.71,2.36,5.65,81.5,38.5
1248,spoiled,8.004563121,4.71,2.38,5.65,81.5,38.5
1249,spoiled,8.008426773,4.71,2.38,5.67,81.4,38.5
1250,spoiled,8.01227528,4.73,2.38,5.7,81.5,38.5
1251,spoiled,8.016108568,4.71,2.36,5.67,81.6,38.5
1252,spoiled,8.019926562,4.69,2.36,5.65,80.9,37.6
1253,spoiled,8.02372919,4.71,2.38,5.67,81.4,38.5
1254,spoiled,8.027516379,4.69,2.39,5.67,81.5,38.5
1255,spoiled,8.031288058,4.69,2.38,5.67,81.5,38.5
1256,spoiled,8.035044155,4.69,2.38,5.65,81.4,38.5
1257,spoiled,8.0387846,4.67,2.41,5.67,81.5,38.5
1258,spoiled,8.042509324,4.69,2.39,5.67,81.5,38.5
1259,spoiled,8.046218258,4.65,2.39,5.7,81.5,38.5
1260,spoiled,8.049911335,4.71,2.36,5.67,81.5,38.5
1261,spoiled,8.053588489,4.69,2.39,5.67,81.5,38.5
1262,spoiled,8.057249652,4.69,2.36,5.65,81.6,38.5
1263,spoiled,8.060894761,4.71,2.38,5.62,81.6,38.5
1264,spoiled,8.064523751,4.69,2.39,5.65,81.7,38.5
1265,spoiled,8.068136559,4.73,2.38,5.67,81.7,38.5
1266,spoiled,8.071733123,4.73,2.39,5.65,81.7,38.4
1267,spoiled,8.075313383,4.69,2.41,5.65,81.7,38.5
1268,spoiled,8.078877276,4.73,2.38,5.62,81.7,38.5
1269,spoiled,8.082424746,4.67,2.35,5.6,81.8,38.5
1270,spoiled,8.085955733,4.69,2.38,5.6,81.7,38.5
1271,spoiled,8.089470181,4.71,2.38,5.65,81.7,38.5
1272,spoiled,8.092968033,4.71,2.38,5.6,81.8,38.5
1273,spoiled,8.096449235,4.67,2.39,5.6,81.7,38.1
1274,spoiled,8.099913732,4.65,2.39,5.62,81.7,38.5
1275,spoiled,8.103361473,4.67,2.38,5.58,81.7,38.5
1276,spoiled,8.106792406,4.63,2.38,5.62,81.7,38.5
1277,spoiled,8.11020648,4.65,2.38,5.58,81.7,38.6
1278,spoiled,8.113603646,4.65,2.39,5.62,81.7,38.4
1279,spoiled,8.116983856,4.67,2.38,5.58,81.8,38.4
1280,spoiled,8.120347063,4.69,2.39,5.65,82.5,39.4
1281,spoiled,8.123693222,4.63,2.39,5.58,81.9,38.4
1282,spoiled,8.127022287,4.63,2.39,5.58,82.0,38.4
1283,spoiled,8.130334217,4.67,2.38,5.62,82.0,38.4
1284,spoiled,8.133628968,4.67,2.39,5.65,82.0,38.6
1285,spoiled,8.136906501,4.65,2.38,5.62,82.0,38.4
1286,spoiled,8.140166775,4.69,2.38,5.65,82.0,38.4
1287,spoiled,8.143409753,4.69,2.38,5.62,82.0,38.4
1288,spoiled,8.146635397,4.65,2.38,5.58,82.0,38.4
1289,spoiled,8.149843673,4.67,2.38,5.62,82.0,38.4
1290,spoiled,8.153034546,4.67,2.38,5.6,82.0,38.4
1291,spoiled,8.156207983,4.67,2.36,5.58,81.4,37.4
1292,spoiled,8.159363953,4.67,2.36,5.58,82.0,38.4
1293,spoiled,8.162502425,4.65,2.38,5.62,82.0,38.4
1294,spoiled,8.16562337,4.63,2.38,5.62,82.0,38.4
1295,spoiled,8.168726762,4.67,2.36,5.6,82.0,38.4
1296,spoiled,8.171812573,4.67,2.38,5.58,82.0,38.5
1297,spoiled,8.17488078,4.65,2.38,5.58,82.0,38.4
1298,spoiled,8.177931359,4.63,2.39,5.58,82.0,38.4
1299,spoiled,8.180964287,4.69,2.38,5.65,82.0,38.4
1300,spoiled,8.183979546,4.65,2.39,5.6,82.0,38.4
1301,spoiled,8.186977115,4.69,2.3,5.55,82.1,38.5
1302,spoiled,8.189956976,4.69,2.39,5.6,82.0,38.4
1303,spoiled,8.192919114,4.69,2.35,5.58,82.1,38.4
1304,spoiled,8.195863514,4.71,2.38,5.53,82.1,38.4
1305,spoiled,8.198790163,4.67,2.38,5.6,82.1,38.1
1306,spoiled,8.201699048,4.65,2.38,5.6,82.1,38.4
1307,spoiled,8.204590158,4.67,2.38,5.62,82.1,38.4
1308,spoiled,8.207463486,4.65,2.36,5.62,82.0,38.4
1309,spoiled,8.210319024,4.67,2.36,5.58,81.9,38.6
1310,spoiled,8.213156764,4.69,2.38,5.65,81.9,38.4
1311,spoiled,8.215976703,4.67,2.36,5.6,81.9,38.4
1312,spoiled,8.218778838,4.69,2.36,5.65,81.8,38.4
1313,spoiled,8.221563167,4.65,2.36,5.65,81.8,38.5
1314,spoiled,8.224329688,4.69,2.38,5.65,81.9,38.4
1315,spoiled,8.227078405,4.67,2.38,5.65,81.9,38.4
1316,spoiled,8.229809318,4.73,2.38,5.67,81.8,38.6
1317,spoiled,8.232522433,4.73,2.38,5.67,81.9,38.4
1318,spoiled,8.235217755,4.73,2.38,5.67,81.9,38.4
1319,spoiled,8.237895291,4.73,2.38,5.7,82.0,38.4
1320,spoiled,8.240555049,4.71,2.38,5.67,81.9,38.4
1321,spoiled,8.24319704,4.71,2.38,5.62,82.0,38.4
1322,spoiled,8.245821274,4.69,2.38,5.6,82.0,38.4
1323,spoiled,8.248427764,4.73,2.38,5.67,82.0,38.4
1324,spoiled,8.251016525,4.73,2.38,5.65,82.0,38.4
1325,spoiled,8.253587573,4.69,2.38,5.65,82.0,38.4
1326,spoiled,8.256140924,4.75,2.32,5.67,82.0,38.4
1327,spoiled,8.258676596,4.71,2.36,5.62,81.9,38.4
1328,spoiled,8.261194611,4.71,2.36,5.62,81.8,38.4
1329,spoiled,8.26369499,4.67,2.39,5.65,81.9,38.4
1330,spoiled,8.266177754,4.69,2.38,5.65,81.8,38.0
1331,spoiled,8.268642928,4.67,2.38,5.67,81.9,38.4
1332,spoiled,8.271090539,4.67,2.38,5.62,81.8,38.4
1333,spoiled,8.273520612,4.71,2.38,5.65,82.0,38.4
1334,spoiled,8.275933176,4.69,2.38,5.65,81.9,38.5
1335,spoiled,8.278328261,4.67,2.38,5.65,82.0,38.3
1336,spoiled,8.280705898,4.69,2.38,5.62,82.0,38.3
1337,spoiled,8.283066118,4.71,2.39,5.65,82.0,38.3
1338,spoiled,8.285408957,4.69,2.39,5.6,82.0,38.3
1339,spoiled,8.287734448,4.71,2.38,5.62,82.0,38.3
1340,spoiled,8.290042629,4.67,2.36,5.6,82.0,38.3
1341,spoiled,8.292333536,4.61,2.36,5.6,82.0,38.5
1342,spoiled,8.29460721,4.61,2.36,5.58,82.1,38.3
1343,spoiled,8.296863689,4.61,2.38,5.6,82.2,38.3
1344,spoiled,8.299103016,4.63,2.38,5.58,82.0,38.3
1345,spoiled,8.301325232,4.63,2.36,5.58,82.0,38.3
1346,spoiled,8.303530383,4.67,2.36,5.62,82.0,38.3
1347,spoiled,8.305718514,4.61,2.38,5.62,82.0,38.3
1348,spoiled,8.30788967,4.63,2.36,5.58,81.9,38.5
1349,spoiled,8.310043899,4.65,2.38,5.65,81.8,38.2
1350,spoiled,8.31218125,4.67,2.38,5.65,81.9,38.2
1351,spoiled,8.314301774,4.63,2.36,5.6,82.0,38.2
1352,spoiled,8.316405521,4.65,2.36,5.6,82.1,38.2
1353,spoiled,8.318492543,4.67,2.38,5.62,82.2,38.2
1354,spoiled,8.320562893,4.67,2.36,5.58,82.2,38.2
1355,spoiled,8.322616627,4.65,2.36,5.55,82.1,38.2
1356,spoiled,8.3246538,4.63,2.36,5.6,82.0,38.2
1357,spoiled,8.326674468,4.63,2.38,5.62,82.1,38.2
1358,spoiled,8.328678689,4.65,2.38,5.6,82.1,38.1
