minute,class,TVC,MQ135,MQ2,MQ3,Humidity,Temperature
3418,spoiled,8.52173913,5.13,2.48,6.83,84.6,39.4
3419,spoiled,8.52173913,5.13,2.47,6.85,84.6,39.4
3420,spoiled,8.52173913,5.17,2.47,6.83,84.6,39.4
3421,spoiled,8.52173913,5.17,2.47,6.85,84.6,39.4
3422,spoiled,8.52173913,5.13,2.48,6.88,84.5,39.4
3423,spoiled,8.52173913,5.19,2.47,6.88,84.4,39.4
3424,spoiled,8.52173913,5.17,2.48,6.74,84.5,39.4
3425,spoiled,8.52173913,5.13,2.47,6.88,83.9,39.4
3426,spoiled,8.52173913,5.15,2.48,6.85,84.0,39.4
3427,spoiled,8.52173913,5.19,2.5,6.85,84.1,39.4
3428,spoiled,8.52173913,5.13,2.5,6.83,84.2,39.4
3429,spoiled,8.52173913,5.04,2.78,6.85,84.2,39.4
3430,spoiled,8.52173913,5.15,2.47,6.88,84.3,39.4
3431,spoiled,8.52173913,5.13,2.48,6.77,84.0,39.4
3432,spoiled,8.52173913,5.13,2.5,6.88,84.1,39.4
3433,spoiled,8.52173913,5.13,2.5,6.88,84.2,39.5
3434,spoiled,8.52173913,5.13,2.5,6.83,84.3,39.5
3435,spoiled,8.52173913,5.17,2.48,6.85,84.4,39.5
3436,spoiled,8.52173913,5.15,2.48,6.8,84.4,39.4
3437,spoiled,8.52173913,5.19,2.48,6.8,84.4,39.4
3438,spoiled,8.52173913,5.13,2.5,6.83,84.4,39.4
3439,spoiled,8.52173913,5.15,2.48,6.83,84.5,39.4
3440,spoiled,8.52173913,5.17,2.5,6.83,84.5,39.6
3441,spoiled,8.52173913,5.15,2.5,6.8,84.5,39.4
3442,spoiled,8.52173913,5.13,2.5,6.88,84.5,39.4
3443,spoiled,8.52173913,5.17,2.5,6.88,84.6,39.4
3444,spoiled,8.52173913,5.17,2.48,6.83,84.5,39.4
3445,spoiled,8.52173913,5.15,2.48,6.83,84.5,39.4
3446,spoiled,8.52173913,5.13,2.51,6.85,84.5,39.5
3447,spoiled,8.52173913,5.19,2.5,6.88,84.5,39.4
3448,spoiled,8.52173913,5.17,2.48,6.85,84.5,39.4
3449,spoiled,8.52173913,5.17,2.5,6.88,84.6,39.5
3450,spoiled,8.52173913,5.17,2.48,6.85,84.5,39.4
3451,spoiled,8.52173913,5.15,2.48,6.85,84.6,39.4
3452,spoiled,8.52173913,5.15,2.5,6.8,84.6,39.4
3453,spoiled,8.52173913,5.13,2.5,6.83,84.6,39.4
3454,spoiled,8.52173913,5.13,2.48,6.77,84.6,39.5
3455,spoiled,8.52173913,5.15,2.48,6.83,84.6,39.4
3456,spoiled,8.52173913,5.13,2.48,6.77,84.5,39.5
3457,spoiled,8.52173913,5.15,2.48,6.83,84.5,39.4
3458,spoiled,8.52173913,5.1,2.47,6.74,84.5,39.4
3459,spoiled,8.52173913,5.1,2.5,6.77,84.4,39.4
3460,spoiled,8.52173913,4.99,2.42,6.72,84.5,39.4
3461,spoiled,8.52173913,5.04,2.42,6.72,84.5,39.4
3462,spoiled,8.52173913,5.04,2.45,6.72,84.5,39.4
3463,spoiled,8.52173913,5.02,2.44,6.72,84.4,39.4
3464,spoiled,8.52173913,5.15,2.48,6.83,84.4,39.4
3465,spoiled,8.52173913,5.15,2.5,6.8,84.4,39.4
3466,spoiled,8.52173913,5.15,2.48,6.83,84.5,39.4
3467,spoiled,8.52173913,5.13,2.47,6.8,84.5,39.4
3468,spoiled,8.52173913,5.15,2.5,6.8,84.5,39.4
3469,spoiled,8.52173913,5.15,2.47,6.83,84.5,39.4
3470,spoiled,8.52173913,5.19,2.48,6.83,84.5,39.4
3471,spoiled,8.52173913,5.15,2.5,6.83,84.6,39.4
3472,spoiled,8.52173913,5.15,2.48,6.8,84.5,39.3
3473,spoiled,8.52173913,5.15,2.48,6.85,84.6,39.4
3474,spoiled,8.52173913,5.1,2.48,6.8,84.6,39.4
3475,spoiled,8.52173913,5.1,2.45,6.8,84.5,39.4
3476,spoiled,8.52173913,5.1,2.48,6.8,84.5,39.4
3477,spoiled,8.52173913,5.13,2.5,6.8,84.5,39.5
3478,spoiled,8.52173913,5.15,2.5,6.8,84.5,39.5
3479,spoiled,8.52173913,5.15,2.48,6.77,84.5,39.5
3480,spoiled,8.52173913,5.13,2.48,6.77,84.5,39.5
3481,spoiled,8.52173913,5.06,2.48,6.74,84.4,39.5
3482,spoiled,8.52173913,5.1,2.5,6.77,84.4,39.5
3483,spoiled,8.52173913,5.13,2.5,6.83,84.4,39.5
3484,spoiled,8.52173913,5.13,2.48,6.8,84.5,39.5
3485,spoiled,8.52173913,5.17,2.5,6.83,84.4,39.5
3486,spoiled,8.52173913,5.33,2.51,6.83,84.2,39.5
3487,spoiled,8.52173913,5.15,2.51,6.83,84.1,39.5
3488,spoiled,8.52173913,5.15,2.48,6.83,84.3,39.5
3489,spoiled,8.52173913,5.15,2.51,6.85,84.6,39.4
3490,spoiled,8.52173913,5.15,2.48,6.85,84.5,39.4
3491,spoiled,8.52173913,5.17,2.5,6.83,84.5,39.4
3492,spoiled,8.52173913,5.17,2.48,6.85,84.6,39.5
3493,spoiled,8.52173913,5.17,2.5,6.85,84.7,39.4
3494,spoiled,8.52173913,5.19,2.5,6.88,84.9,39.4
3495,spoiled,8.52173913,5.17,2.5,6.83,84.0,39.4
3496,spoiled,8.52173913,5.1,2.48,6.91,84.2,39.4
3497,spoiled,8.52173913,5.22,2.5,6.85,84.5,39.3
3498,spoiled,8.52173913,5.28,2.5,6.88,84.5,39.3
3499,spoiled,8.52173913,5.19,2.48,6.88,84.8,39.4
3500,spoiled,8.52173913,5.17,2.48,6.85,85.0,39.3
3501,spoiled,8.52173913,5.15,2.48,6.91,85.1,39.3
3502,spoiled,8.52173913,5.19,2.48,6.88,84.9,39.3
3503,spoiled,8.52173913,5.19,2.44,6.88,84.3,39.3
3504,spoiled,8.52173913,5.26,2.51,6.88,84.2,39.4
3505,spoiled,8.52173913,5.24,2.51,6.91,84.5,39.4
3506,spoiled,8.52173913,5.22,2.51,6.91,84.6,39.3
3507,spoiled,8.52173913,5.24,2.54,6.88,84.5,39.3
3508,spoiled,8.52173913,5.26,2.51,6.94,83.8,39.3
3509,spoiled,8.52173913,5.33,2.53,6.94,83.7,39.3
3510,spoiled,8.52173913,5.33,2.56,6.96,83.7,39.2
3511,spoiled,8.52173913,5.35,2.54,6.96,83.9,39.2
3512,spoiled,8.52173913,5.38,2.54,6.99,84.0,39.2
3513,spoiled,8.52173913,5.33,2.56,6.96,84.3,39.2
3514,spoiled,8.52173913,5.4,2.56,6.94,83.3,39.2
3515,spoiled,8.52173913,5.35,2.56,6.96,83.7,39.3
3516,spoiled,8.52173913,5.35,2.58,7.02,84.1,39.3
3517,spoiled,8.52173913,5.38,2.58,6.99,84.1,39.3
3518,spoiled,8.52173913,5.42,2.58,6.96,83.9,39.2
3519,spoiled,8.52173913,5.4,2.54,6.99,83.9,39.2
3520,spoiled,8.52173913,5.35,2.51,6.91,84.4,39.2
3521,spoiled,8.52173913,5.35,2.56,6.99,84.5,39.2
3522,spoiled,8.52173913,5.38,2.56,6.96,84.5,39.2
3523,spoiled,8.52173913,5.35,2.53,6.91,84.5,39.2
3524,spoiled,8.52173913,5.35,2.53,6.91,84.3,39.2
3525,spoiled,8.52173913,5.45,2.53,6.91,84.5,39.2
3526,spoiled,8.52173913,5.35,2.53,6.96,84.4,39.2
3527,spoiled,8.52173913,5.38,2.56,7.05,84.6,39.2
3528,spoiled,8.52173913,5.38,2.54,6.96,84.9,39.2
3529,spoiled,8.52173913,5.35,2.56,6.99,85.1,39.2
3530,spoiled,8.52173913,5.38,2.54,6.99,85.3,39.2
3531,spoiled,8.52173913,5.33,2.56,7.02,85.4,39.2
3532,spoiled,8.52173913,5.31,2.56,7.05,85.5,39.2
3533,spoiled,8.52173913,5.31,2.56,6.99,85.5,39.2
3534,spoiled,8.52173913,5.31,2.54,7.05,85.5,39.2
3535,spoiled,8.52173913,5.28,2.51,6.94,85.5,39.2
3536,spoiled,8.52173913,5.28,2.54,7.02,85.4,39.2
3537,spoiled,8.52173913,5.28,2.53,6.96,85.4,39.2
3538,spoiled,8.52173913,5.28,2.53,6.99,85.6,39.3
3539,spoiled,8.52173913,5.24,2.53,6.99,85.6,39.3
3540,spoiled,8.52173913,5.26,2.5,6.94,85.6,39.3
3541,spoiled,8.52173913,5.22,2.51,6.99,85.5,39.3
3542,spoiled,8.52173913,5.26,2.51,6.96,85.6,39.2
3543,spoiled,8.52173913,5.24,2.5,6.94,85.5,39.3
3544,spoiled,8.52173913,5.22,2.47,6.91,85.6,39.2
3545,spoiled,8.52173913,5.19,2.48,6.85,85.5,39.3
3546,spoiled,8.52173913,5.26,2.51,6.91,85.5,39.3
3547,spoiled,8.52173913,5.26,2.5,6.91,85.5,39.3
3548,spoiled,8.52173913,5.4,2.62,7.16,85.5,39.3
3549,spoiled,8.52173913,5.35,2.61,7.13,85.8,39.2
3550,spoiled,8.52173913,5.31,2.58,7.02,86.0,39.2
3551,spoiled,8.52173913,5.33,2.61,7.13,86.0,39.2
3552,spoiled,8.52173913,5.35,2.59,7.05,86.0,39.2
3553,spoiled,8.52173913,5.33,2.58,7.11,86.0,39.2
3554,spoiled,8.52173913,5.33,2.58,6.88,86.0,39.2
3555,spoiled,8.52173913,5.31,2.58,7.08,86.0,39.2
3556,spoiled,8.52173913,5.33,2.54,7.02,86.0,39.2
3557,spoiled,8.52173913,5.33,2.56,7.05,85.9,39.2
3558,spoiled,8.52173913,5.33,2.56,7.02,85.8,39.3
3559,spoiled,8.52173913,5.28,2.56,7.02,85.7,39.2
3560,spoiled,8.52173913,5.54,2.53,6.99,85.7,39.3
3561,spoiled,8.52173913,5.26,2.56,6.96,85.6,39.3
3562,spoiled,8.52173913,5.31,2.56,7.05,85.6,39.3
3563,spoiled,8.52173913,5.31,2.54,6.99,85.5,39.3
3564,spoiled,8.52173913,5.31,2.54,6.96,85.5,39.2
3565,spoiled,8.52173913,5.24,2.54,7.05,85.5,39.3
3566,spoiled,8.52173913,5.26,2.56,7.05,85.5,39.3
3567,spoiled,8.52173913,5.31,2.53,6.96,85.4,39.2
3568,spoiled,8.52173913,5.26,2.54,6.96,85.4,39.3
3569,spoiled,8.52173913,5.33,2.53,6.96,85.3,39.3
3570,spoiled,8.52173913,5.38,2.53,6.96,85.4,39.3
3571,spoiled,8.52173913,5.31,2.53,6.96,85.3,39.3
3572,spoiled,8.52173913,5.24,2.54,6.99,85.3,39.3
3573,spoiled,8.52173913,5.24,2.54,6.99,85.3,39.3
3574,spoiled,8.52173913,5.26,2.51,6.91,85.2,39.3
3575,spoiled,8.52173913,5.24,2.54,6.99,85.1,39.4
3576,spoiled,8.52173913,5.22,2.54,6.99,85.1,39.3
3577,spoiled,8.52173913,5.22,2.53,6.96,85.1,39.3
3578,spoiled,8.52173913,5.26,2.51,6.91,85.1,39.3
3579,spoiled,8.52173913,5.26,2.54,6.99,85.1,39.4
3580,spoiled,8.52173913,5.26,2.53,6.91,85.1,39.4
3581,spoiled,8.52173913,5.52,2.51,6.91,85.0,39.4
3582,spoiled,8.52173913,5.22,2.54,6.94,85.0,39.3
3583,spoiled,8.52173913,5.26,2.51,6.91,85.0,39.7
3584,spoiled,8.52173913,5.22,2.53,6.91,85.1,39.4
3585,spoiled,8.52173913,5.24,2.51,6.88,85.1,39.3
3586,spoiled,8.52173913,5.22,2.54,6.96,85.1,39.4
3587,spoiled,8.52173913,5.22,2.53,6.91,85.2,39.4
3588,spoiled,8.52173913,5.22,2.51,6.94,85.3,39.3
3589,spoiled,8.52173913,5.24,2.53,6.91,85.2,39.3
3590,spoiled,8.52173913,5.22,2.53,6.91,85.1,39.3
3591,spoiled,8.52173913,5.24,2.51,6.96,85.1,39.3
3592,spoiled,8.52173913,5.24,2.53,6.91,85.1,39.4
3593,spoiled,8.52173913,5.24,2.51,6.96,85.1,39.4
3594,spoiled,8.52173913,5.24,2.53,6.94,85.1,39.4
3595,spoiled,8.52173913,5.26,2.51,6.88,85.0,39.3
3596,spoiled,8.52173913,5.24,2.5,6.88,85.0,39.4
3597,spoiled,8.52173913,5.24,2.51,6.94,85.0,39.4
3598,spoiled,8.52173913,5.24,2.51,6.94,85.0,39.4
3599,spoiled,8.52173913,5.26,2.5,6.91,85.0,39.4
3600,spoiled,8.52173913,5.33,2.5,6.91,85.0,39.4
3601,spoiled,8.52173913,5.24,2.51,6.94,84.8,39.4
3602,spoiled,8.52173913,5.24,2.51,6.88,84.9,39.4
3603,spoiled,8.52173913,5.28,2.5,6.94,84.8,39.5
3604,spoiled,8.52173913,5.24,2.5,6.88,84.7,39.4
3605,spoiled,8.52173913,5.24,2.51,6.96,84.7,39.4
3606,spoiled,8.52173913,5.26,2.5,6.94,84.7,39.4
3607,spoiled,8.52173913,5.15,2.5,6.94,84.7,39.4
3608,spoiled,8.52173913,5.26,2.5,6.88,84.7,39.5
3609,spoiled,8.52173913,5.24,2.5,6.91,84.7,39.4
3610,spoiled,8.52173913,5.24,2.51,6.94,84.6,39.5
3611,spoiled,8.52173913,5.28,2.5,6.88,84.6,39.4
3612,spoiled,8.52173913,5.33,2.5,6.91,84.6,39.4
3613,spoiled,8.52173913,5.28,2.51,6.91,84.6,39.4
3614,spoiled,8.52173913,5.1,2.78,6.88,84.5,39.4
3615,spoiled,8.52173913,5.26,2.5,6.85,84.5,39.4
3616,spoiled,8.52173913,5.24,2.5,6.94,84.4,39.5
3617,spoiled,8.52173913,5.22,2.5,6.91,84.3,39.5
3618,spoiled,8.52173913,5.26,2.48,6.88,84.2,39.5
3619,spoiled,8.52173913,5.22,2.5,6.88,84.2,39.5
3620,spoiled,8.52173913,5.26,2.48,6.88,84.2,39.5
3621,spoiled,8.52173913,5.22,2.41,7.08,84.2,39.5
3622,spoiled,8.52173913,5.26,2.5,6.94,84.2,39.5
3623,spoiled,8.52173913,5.22,2.5,6.91,84.2,39.5
3624,spoiled,8.52173913,5.22,2.5,6.94,84.1,39.5
3625,spoiled,8.52173913,5.26,2.48,6.91,84.1,39.5
3626,spoiled,8.52173913,5.22,2.5,6.88,84.1,39.5
3627,spoiled,8.52173913,5.22,2.5,6.91,84.1,39.5
3628,spoiled,8.52173913,5.22,2.48,6.8,84.0,39.5
3629,spoiled,8.52173913,5.22,2.5,6.88,84.0,39.5
3630,spoiled,8.52173913,5.24,2.5,6.91,84.0,39.5
3631,spoiled,8.52173913,5.24,2.5,6.94,84.0,39.5
3632,spoiled,8.52173913,5.22,2.5,6.88,84.0,39.5
3633,spoiled,8.52173913,5.24,2.5,6.94,84.1,39.5
3634,spoiled,8.52173913,5.24,2.48,6.88,84.0,39.5
3635,spoiled,8.52173913,5.26,2.48,6.88,84.0,39.4
3636,spoiled,8.52173913,5.22,2.5,6.91,84.1,39.5
3637,spoiled,8.52173913,5.26,2.48,6.88,84.1,39.4
3638,spoiled,8.52173913,5.24,2.48,6.94,84.0,39.5
3639,spoiled,8.52173913,5.22,2.5,6.91,84.0,39.6
3640,spoiled,8.52173913,5.22,2.48,6.94,84.0,39.5
3641,spoiled,8.52173913,5.22,2.48,6.88,84.0,39.4
3642,spoiled,8.52173913,5.22,2.5,6.91,84.0,39.4
3643,spoiled,8.52173913,5.26,2.47,6.91,84.0,39.5
3644,spoiled,8.52173913,5.22,2.5,6.94,84.0,39.5
3645,spoiled,8.52173913,5.24,2.48,6.94,84.0,39.5
3646,spoiled,8.52173913,5.22,2.5,6.96,83.8,39.5
3647,spoiled,8.52173913,5.19,2.48,6.94,83.9,39.5
3648,spoiled,8.52173913,5.19,2.5,6.94,83.9,39.5
3649,spoiled,8.52173913,5.26,2.47,6.96,83.9,39.5
3650,spoiled,8.52173913,5.22,2.48,6.91,83.9,39.5
3651,spoiled,8.52173913,5.19,2.48,6.91,83.8,39.5
3652,spoiled,8.52173913,5.22,2.5,6.96,83.8,39.5
3653,spoiled,8.52173913,5.22,2.5,6.96,83.8,39.5
3654,spoiled,8.52173913,5.24,2.48,6.91,83.8,39.5
3655,spoiled,8.52173913,5.22,2.47,6.94,83.8,39.4
3656,spoiled,8.52173913,5.17,2.47,6.91,83.9,39.4
3657,spoiled,8.52173913,5.19,2.48,6.96,83.8,39.4
3658,spoiled,8.52173913,5.19,2.48,6.96,83.8,39.4
3659,spoiled,8.52173913,5.19,2.5,6.96,83.8,39.4
3660,spoiled,8.52173913,5.24,2.48,6.96,83.7,39.5
3661,spoiled,8.52173913,5.24,2.47,6.99,83.7,39.4
3662,spoiled,8.52173913,5.24,2.48,6.94,83.7,39.5
3663,spoiled,8.52173913,5.22,2.48,6.88,83.7,39.5
3664,spoiled,8.52173913,5.22,2.47,6.88,83.7,39.5
3665,spoiled,8.52173913,5.19,2.47,7.05,83.7,39.5
3666,spoiled,8.52173913,5.24,2.47,7.08,83.7,39.5
3667,spoiled,8.52173913,5.19,2.48,7.05,83.7,39.5
3668,spoiled,8.52173913,5.19,2.47,7.05,83.6,39.5
3669,spoiled,8.52173913,5.19,2.45,6.99,83.5,39.5
3670,spoiled,8.52173913,5.24,2.47,6.99,83.5,39.5
3671,spoiled,8.52173913,5.24,2.48,7.05,83.5,39.5
3672,spoiled,8.52173913,5.22,2.48,7.02,83.5,39.5
3673,spoiled,8.52173913,5.24,2.47,7.08,83.6,39.5
3674,spoiled,8.52173913,5.19,2.48,7.02,83.6,39.5
3675,spoiled,8.52173913,5.19,2.45,6.99,83.6,39.5
3676,spoiled,8.52173913,5.24,2.48,6.99,83.6,39.5
3677,spoiled,8.52173913,5.24,2.48,6.99,83.6,39.5
3678,spoiled,8.52173913,5.24,2.47,6.99,83.6,39.5
3679,spoiled,8.52173913,5.22,2.48,6.96,83.6,39.5
3680,spoiled,8.52173913,5.19,2.48,6.96,83.7,39.5
3681,spoiled,8.52173913,5.22,2.47,7.02,83.7,39.5
3682,spoiled,8.52173913,5.22,2.48,6.96,83.6,39.5
3683,spoiled,8.52173913,5.17,2.48,6.94,83.6,39.5
3684,spoiled,8.52173913,5.17,2.48,6.96,83.6,39.5
3685,spoiled,8.52173913,5.19,2.48,6.96,83.6,39.9
3686,spoiled,8.52173913,5.19,2.48,6.96,83.6,39.5
3687,spoiled,8.52173913,5.22,2.47,6.96,83.6,39.5
3688,spoiled,8.52173913,5.22,2.47,7.02,83.5,39.5
3689,spoiled,8.52173913,5.24,2.47,6.96,83.5,39.5
3690,spoiled,8.52173913,5.19,2.47,6.96,83.5,39.5
3691,spoiled,8.52173913,5.19,2.47,7.02,83.5,39.5
3692,spoiled,8.52173913,5.22,2.47,6.96,83.5,39.3
3693,spoiled,8.52173913,5.19,2.48,6.96,83.5,39.5
3694,spoiled,8.52173913,5.22,2.48,6.96,83.4,39.5
3695,spoiled,8.52173913,5.19,2.47,6.96,83.5,39.5
3696,spoiled,8.52173913,5.22,2.47,6.94,83.5,39.5
3697,spoiled,8.52173913,5.22,2.47,6.91,83.5,39.6
3698,spoiled,8.52173913,5.17,2.47,6.99,83.5,39.5
3699,spoiled,8.52173913,5.17,2.48,6.91,83.5,39.5
3700,spoiled,8.52173913,5.19,2.47,6.99,83.6,39.5
3701,spoiled,8.52173913,5.22,2.47,6.99,83.6,39.5
3702,spoiled,8.52173913,5.19,2.47,6.94,83.6,39.5
3703,spoiled,8.52173913,5.17,2.48,6.91,83.6,39.5
3704,spoiled,8.52173913,5.17,2.48,6.94,83.6,39.5
3705,spoiled,8.52173913,5.19,2.47,6.99,83.5,39.5
3706,spoiled,8.52173913,5.24,2.45,6.94,83.5,39.5
3707,spoiled,8.52173913,5.17,2.48,6.94,83.6,39.5
3708,spoiled,8.52173913,5.24,2.47,6.94,83.5,39.5
3709,spoiled,8.52173913,5.19,2.45,6.94,83.6,39.5
3710,spoiled,8.52173913,5.24,2.47,6.96,83.7,39.5
3711,spoiled,8.52173913,5.22,2.47,6.99,83.6,39.5
3712,spoiled,8.52173913,5.24,2.47,6.99,83.6,39.5
3713,spoiled,8.52173913,5.19,2.48,6.94,83.6,39.5
3714,spoiled,8.52173913,5.17,2.48,6.94,83.7,39.4
3715,spoiled,8.52173913,5.19,2.45,6.96,83.7,39.5
3716,spoiled,8.52173913,5.15,2.47,7.02,83.7,39.5
3717,spoiled,8.52173913,5.22,2.45,6.96,83.7,39.4
3718,spoiled,8.52173913,5.22,2.47,6.94,83.7,39.5
3719,spoiled,8.52173913,5.19,2.47,6.96,83.8,39.4
3720,spoiled,8.52173913,5.22,2.47,6.99,83.7,39.5
3721,spoiled,8.52173913,5.19,2.47,6.99,83.8,39.5
3722,spoiled,8.52173913,5.19,2.45,6.96,83.8,39.4
3723,spoiled,8.52173913,5.08,2.59,6.99,83.8,39.4
3724,spoiled,8.52173913,5.22,2.47,7.02,83.5,39.4
3725,spoiled,8.52173913,5.19,2.48,6.96,83.3,39.4
3726,spoiled,8.52173913,5.24,2.47,6.96,83.4,39.4
3727,spoiled,8.52173913,5.19,2.44,6.99,83.6,39.4
3728,spoiled,8.52173913,5.19,2.45,7.02,83.8,39.3
3729,spoiled,8.52173913,5.17,2.45,6.94,84.0,39.3
3730,spoiled,8.52173913,5.24,2.45,6.96,83.9,39.4
3731,spoiled,8.52173913,5.24,2.42,6.94,83.5,39.4
3732,spoiled,8.52173913,5.28,2.45,6.96,83.7,39.3
3733,spoiled,8.52173913,5.28,2.45,6.96,83.4,39.3
3734,spoiled,8.52173913,5.26,2.45,7.05,83.4,39.3
3735,spoiled,8.52173913,5.24,2.45,7.05,83.8,39.3
3736,spoiled,8.52173913,5.26,2.44,7.05,84.0,39.3
3737,spoiled,8.52173913,5.22,2.44,7.05,84.1,39.3
3738,spoiled,8.52173913,5.19,2.44,6.99,84.1,39.3
3739,spoiled,8.52173913,5.22,2.45,6.94,83.7,39.3
3740,spoiled,8.52173913,5.22,2.45,7.02,83.6,39.3
3741,spoiled,8.52173913,5.22,2.45,6.96,83.7,39.3
3742,spoiled,8.52173913,5.22,2.44,7.02,83.9,39.2
3743,spoiled,8.52173913,5.24,2.44,6.99,84.0,39.3
3744,spoiled,8.52173913,5.24,2.44,6.99,84.0,39.2
3745,spoiled,8.52173913,5.26,2.44,6.99,83.7,39.2
3746,spoiled,8.52173913,5.26,2.44,7.05,84.0,39.2
3747,spoiled,8.52173913,5.24,2.44,7.05,84.2,39.2
3748,spoiled,8.52173913,5.22,2.44,7.05,84.2,39.2
3749,spoiled,8.52173913,5.24,2.42,7.02,84.3,39.2
3750,spoiled,8.52173913,5.22,2.44,7.05,84.3,39.2
3751,spoiled,8.52173913,5.22,2.44,7.08,84.4,39.2
3752,spoiled,8.52173913,5.19,2.44,6.99,84.4,39.2
3753,spoiled,8.52173913,5.24,2.44,6.99,84.4,39.1
3754,spoiled,8.52173913,5.19,2.42,6.99,84.3,39.1
3755,spoiled,8.52173913,5.22,2.44,7.11,84.4,39.1
3756,spoiled,8.52173913,5.22,2.45,7.08,84.5,39.1
3757,spoiled,8.52173913,5.26,2.44,7.08,84.5,39.1
3758,spoiled,8.52173913,5.22,2.45,7.08,84.4,39.1
3759,spoiled,8.52173913,5.28,2.45,7.08,84.5,39.0
3760,spoiled,8.52173913,5.26,2.45,7.08,84.3,39.0
3761,spoiled,8.52173913,5.28,2.47,7.11,84.5,39.0
3762,spoiled,8.52173913,5.28,2.44,7.05,84.5,39.0
3763,spoiled,8.52173913,5.24,2.45,7.02,84.5,39.0
3764,spoiled,8.52173913,5.26,2.44,7.02,84.5,39.0
3765,spoiled,8.52173913,5.22,2.45,7.02,84.5,39.1
3766,spoiled,8.52173913,5.13,2.53,6.96,84.5,39.1
3767,spoiled,8.52173913,5.22,2.44,7.02,84.4,39.1
3768,spoiled,8.52173913,5.26,2.44,7.02,84.3,39.1
3769,spoiled,8.52173913,5.35,2.47,7.02,84.2,39.1
3770,spoiled,8.52173913,5.35,2.47,7.05,82.4,39.1
3771,spoiled,8.52173913,5.33,2.47,7.02,83.0,39.1
3772,spoiled,8.52173913,5.35,2.45,7.08,83.4,39.0
3773,spoiled,8.52173913,5.38,2.44,7.02,83.7,39.0
3774,spoiled,8.52173913,5.26,2.45,7.02,83.8,39.1
3775,spoiled,8.52173913,5.33,2.44,6.99,83.9,39.1
3776,spoiled,8.52173913,5.28,2.44,7.05,83.9,39.1
3777,spoiled,8.52173913,5.24,2.44,7.02,83.9,39.1
3778,spoiled,8.52173913,5.24,2.44,6.99,83.8,39.1
3779,spoiled,8.52173913,5.22,2.44,6.96,83.9,39.2
3780,spoiled,8.52173913,5.22,2.44,7.02,83.8,39.2
3781,spoiled,8.52173913,5.26,2.42,6.99,83.8,39.2
3782,spoiled,8.52173913,5.26,2.42,7.02,83.7,39.2
3783,spoiled,8.52173913,5.26,2.41,6.96,83.6,39.2
3784,spoiled,8.52173913,5.19,2.42,6.94,83.6,39.2
3785,spoiled,8.52173913,5.24,2.41,6.91,83.5,39.2
3786,spoiled,8.52173913,5.22,2.42,6.96,83.4,39.3
3787,spoiled,8.52173913,5.19,2.42,6.91,83.4,39.3
3788,spoiled,8.52173913,5.19,2.42,6.96,83.4,39.2
3789,spoiled,8.52173913,5.19,2.42,6.94,83.3,39.3
3790,spoiled,8.52173913,5.17,2.42,6.91,83.3,39.3
3791,spoiled,8.52173913,5.22,2.41,6.91,83.2,39.3
3792,spoiled,8.52173913,5.22,2.42,6.91,83.1,39.3
3793,spoiled,8.52173913,5.17,2.42,6.91,83.1,39.3
3794,spoiled,8.52173913,5.22,2.42,6.91,83.0,39.4
3795,spoiled,8.52173913,5.17,2.42,6.91,82.9,39.3
3796,spoiled,8.52173913,5.15,2.41,6.91,82.8,39.4
3797,spoiled,8.52173913,5.17,2.42,6.96,82.8,39.4
3798,spoiled,8.52173913,5.08,2.39,6.91,82.8,39.3
3799,spoiled,8.52173913,5.19,2.44,6.94,82.8,39.3
3800,spoiled,8.52173913,5.15,2.42,6.94,82.8,39.3
3801,spoiled,8.52173913,5.19,2.41,6.94,82.8,39.3
3802,spoiled,8.52173913,5.15,2.42,6.96,82.8,39.4
3803,spoiled,8.52173913,5.15,2.41,6.91,82.8,39.4
3804,spoiled,8.52173913,5.17,2.41,6.91,82.8,39.4
3805,spoiled,8.52173913,5.15,2.39,6.85,82.8,39.4
3806,spoiled,8.52173913,5.15,2.42,6.99,82.8,39.4
3807,spoiled,8.52173913,5.15,2.42,6.91,82.8,39.4
3808,spoiled,8.52173913,5.19,2.41,6.91,82.7,39.4
3809,spoiled,8.52173913,5.19,2.41,6.96,82.7,39.4
3810,spoiled,8.52173913,5.15,2.41,6.91,82.6,39.5
3811,spoiled,8.52173913,5.19,2.41,6.91,82.6,39.5
3812,spoiled,8.52173913,5.17,2.39,6.91,82.6,39.4
3813,spoiled,8.52173913,5.15,2.42,6.91,82.6,39.4
3814,spoiled,8.52173913,5.15,2.42,6.94,82.5,39.5
3815,spoiled,8.52173913,5.19,2.41,6.91,82.5,39.5
3816,spoiled,8.52173913,5.17,2.39,6.94,82.5,39.5
3817,spoiled,8.52173913,5.19,2.41,6.96,82.6,39.4
3818,spoiled,8.52173913,5.19,2.39,6.91,82.6,39.4
3819,spoiled,8.52173913,5.15,2.39,6.88,82.5,39.5
3820,spoiled,8.52173913,5.15,2.42,6.94,82.5,39.4
3821,spoiled,8.52173913,5.17,2.41,6.96,82.5,39.4
3822,spoiled,8.52173913,5.17,2.39,6.91,82.5,39.4
3823,spoiled,8.52173913,5.15,2.41,6.96,82.4,39.5
3824,spoiled,8.52173913,5.15,2.39,6.88,82.4,39.4
3825,spoiled,8.52173913,5.15,2.41,6.91,82.4,39.4
3826,spoiled,8.52173913,5.15,2.41,6.96,82.4,39.4
3827,spoiled,8.52173913,5.19,2.41,6.94,82.5,39.4
